#Frame         radius     distplot         rmsf  ligand_rmsd            C           CA            O            N         SASA
   13912      21.7200       1.9589       0.0000       1.7798       2.0975       2.1413       2.2195       2.0945     153.1664
   13913      21.7751       2.0381       0.0000       1.8876       2.2798       2.3318       2.3714       2.2875     150.0923
   13914      21.7669       2.0077       0.0000       1.6556       2.3070       2.3482       2.4136       2.3061     157.3409
   13915      21.7775       2.1007       0.0000       1.7140       2.3617       2.4080       2.4774       2.3499     147.7471
   13916      21.6573       2.0562       0.0000       1.7947       2.3360       2.3896       2.4323       2.3446     152.3947
   13917      21.8304       2.1876       0.0000       1.7360       2.4455       2.4950       2.5427       2.4433     145.3933
   13918      21.7855       2.1208       0.0000       1.8104       2.4045       2.4593       2.5117       2.4121     153.8871
   13919      21.7397       2.0894       0.0000       1.7567       2.3423       2.3894       2.4488       2.3390     152.1288
   13920      21.7725       2.0783       0.0000       1.8869       2.3244       2.3798       2.4160       2.3356     157.5007
   13921      21.7727       2.1709       0.0000       1.8951       2.4976       2.5567       2.5805       2.5152     166.4190
   13922      21.8153       2.1969       0.0000       2.0139       2.6073       2.6556       2.7199       2.6030     165.3494
   13923      21.7817       2.2431       0.0000       1.9197       2.6657       2.7104       2.7701       2.6603     160.0726
   13924      21.7989       2.2763       0.0000       2.0685       2.7075       2.7545       2.8051       2.7030     165.0756
   13925      21.7567       2.2229       0.0000       1.8532       2.6256       2.6725       2.7322       2.6216     170.8260
   13926      21.6983       2.1469       0.0000       1.9278       2.4797       2.5420       2.5707       2.4830     167.6781
   13927      21.7390       2.2350       0.0000       1.8644       2.5312       2.5870       2.6180       2.5382     148.7424
   13928      21.7872       2.0818       0.0000       1.8678       2.3236       2.3750       2.4240       2.3288     162.6504
   13929      21.7338       2.1159       0.0000       1.8607       2.3305       2.3912       2.4185       2.3354     153.9347
   13930      21.8257       2.1823       0.0000       1.8123       2.4495       2.5074       2.5385       2.4528     153.0901
   13931      21.8285       2.1707       0.0000       1.9477       2.4620       2.5111       2.5577       2.4562     136.5452
   13932      21.7747       2.1547       0.0000       1.8784       2.3649       2.4232       2.4571       2.3660     163.1247
   13933      21.7600       2.2062       0.0000       1.9273       2.4621       2.5222       2.5493       2.4739     162.5065
   13934      21.7711       2.2038       0.0000       1.9647       2.4685       2.5177       2.5731       2.4677     171.7256
   13935      21.7613       2.0942       0.0000       1.9433       2.2810       2.3195       2.3828       2.2651     168.7069
   13936      21.7913       2.0820       0.0000       2.1431       2.2327       2.2736       2.3598       2.2206     160.5386
   13937      21.7833       2.1089       0.0000       2.1189       2.2129       2.2595       2.3248       2.2022     158.7766
   13938      21.8482       2.1196       0.0000       1.8695       2.1786       2.2300       2.2736       2.1784     164.5857
   13939      21.7206       2.0865       0.0000       1.8037       2.1895       2.2426       2.3000       2.1781     164.9583
   13940      21.8092       2.0455       0.0000       2.0115       2.1150       2.1636       2.2217       2.1080     157.7183
   13941      21.6967       2.0760       0.0000       1.9617       2.2458       2.3019       2.3312       2.2534     147.3144
   13942      21.6943       2.0831       0.0000       1.9673       2.1957       2.2533       2.3092       2.1855     154.4128
   13943      21.7207       2.0408       0.0000       1.7848       2.1511       2.2087       2.2563       2.1450     171.8657
   13944      21.7754       2.0861       0.0000       1.8690       2.2249       2.2967       2.3175       2.2330     152.5153
   13945      21.7369       2.0376       0.0000       1.8520       2.2270       2.2803       2.3517       2.2160     158.5583
   13946      21.6795       2.0641       0.0000       1.8824       2.2190       2.2705       2.3445       2.2025     166.4864
   13947      21.6987       1.9665       0.0000       1.7895       2.1403       2.1837       2.2749       2.1168     154.0166
   13948      21.7458       1.9562       0.0000       1.8905       2.1197       2.1754       2.2416       2.1122     166.6493
   13949      21.7537       1.9755       0.0000       1.7541       2.1760       2.2225       2.3088       2.1590     147.1737
   13950      21.8300       2.0584       0.0000       1.7623       2.3128       2.3532       2.4565       2.2896     146.5995
   13951      21.7269       2.0350       0.0000       1.8178       2.3057       2.3581       2.4289       2.2965     157.5317
   13952      21.7977       2.0261       0.0000       1.9562       2.3079       2.3563       2.4206       2.3010     167.5410
   13953      21.7956       2.1293       0.0000       1.9480       2.4041       2.4523       2.5077       2.3987     167.5245
   13954      21.7893       2.1724       0.0000       2.0213       2.4683       2.5187       2.5673       2.4689     163.8361
   13955      21.6905       2.0757       0.0000       1.7822       2.2413       2.2932       2.3434       2.2399     152.2195
   13956      21.8301       2.1613       0.0000       1.7625       2.3724       2.4316       2.4697       2.3740     152.2364
   13957      21.7324       2.1359       0.0000       2.0294       2.4399       2.4858       2.5532       2.4238     154.9254
   13958      21.7579       2.1458       0.0000       2.0008       2.4934       2.5364       2.6151       2.4739     154.6911
   13959      21.6883       2.0973       0.0000       1.8622       2.3676       2.4121       2.4828       2.3558     165.3851
   13960      21.7123       2.0700       0.0000       1.9803       2.3240       2.3694       2.4269       2.3126     161.9084
   13961      21.7660       2.0625       0.0000       1.9056       2.2857       2.3306       2.3904       2.2779     144.3185
   13962      21.8016       2.1516       0.0000       1.9775       2.4475       2.5019       2.5540       2.4387     148.0955
   13963      21.8537       2.1384       0.0000       1.9086       2.3823       2.4393       2.4854       2.3832     165.2481
   13964      21.7366       1.9607       0.0000       1.8487       2.0799       2.1326       2.1923       2.0670     148.7865
   13965      21.7718       2.0448       0.0000       2.0805       2.1919       2.2438       2.3142       2.1788     141.6399
   13966      21.7669       1.9763       0.0000       1.6739       2.0831       2.1343       2.2067       2.0709     150.3213
   13967      21.8154       1.9916       0.0000       1.6035       2.1973       2.2579       2.3037       2.1905     161.9679
   13968      21.7261       1.9672       0.0000       2.0596       2.1649       2.2262       2.2589       2.1676     169.2031
   13969      21.7352       2.0252       0.0000       1.7462       2.2581       2.3107       2.3589       2.2584     158.6469
   13970      21.6792       2.1715       0.0000       1.7270       2.2992       2.3542       2.4022       2.3021     157.4271
   13971      21.7611       2.0187       0.0000       1.7649       2.2362       2.2929       2.3435       2.2299     164.4833
   13972      21.8086       2.1148       0.0000       1.8032       2.3245       2.3744       2.4559       2.3159     147.1980
   13973      21.7895       2.1175       0.0000       1.7273       2.3499       2.3988       2.4708       2.3333     172.4973
   13974      21.7658       2.1161       0.0000       1.8160       2.2464       2.3027       2.3731       2.2396     162.4285
   13975      21.8562       2.0604       0.0000       1.8324       2.1915       2.2506       2.3136       2.1906     154.1626
   13976      21.8573       2.0994       0.0000       1.9902       2.2489       2.3024       2.3595       2.2375     160.8438
   13977      21.7657       2.0368       0.0000       1.9091       2.1818       2.2369       2.2947       2.1811     176.2315
   13978      21.7681       2.0156       0.0000       1.8888       2.2295       2.2859       2.3350       2.2265     155.2381
   13979      21.8168       1.9639       0.0000       1.8309       2.1825       2.2422       2.2727       2.1887     173.2897
   13980      21.7693       1.9924       0.0000       1.8249       2.1823       2.2349       2.2919       2.1748     162.1910
   13981      21.8065       1.9437       0.0000       1.8773       2.1569       2.2102       2.2605       2.1643     147.8254
   13982      21.8264       1.9485       0.0000       1.7876       2.1822       2.2418       2.2716       2.1956     151.1239
   13983      21.7698       2.0098       0.0000       1.8994       2.3366       2.3892       2.4286       2.3443     162.7252
   13984      21.8537       2.1222       0.0000       1.8506       2.5057       2.5621       2.6085       2.5048     162.2273
   13985      21.8212       2.1284       0.0000       1.9293       2.4910       2.5519       2.5769       2.4940     160.1819
   13986      21.8251       2.1657       0.0000       1.6985       2.5578       2.6154       2.6466       2.5625     154.4851
   13987      21.7624       2.0476       0.0000       1.9448       2.4006       2.4493       2.4986       2.3975     158.8847
   13988      21.7293       2.1142       0.0000       1.9652       2.4451       2.5028       2.5446       2.4498     175.7827
   13989      21.7231       1.9905       0.0000       2.1493       2.2963       2.3453       2.3966       2.2976     165.7885
   13990      21.7017       2.0367       0.0000       1.9354       2.3254       2.3816       2.4324       2.3346     182.7424
   13991      21.6919       2.0297       0.0000       1.8943       2.2524       2.3023       2.3659       2.2518     154.6283
   13992      21.6730       1.9972       0.0000       1.7450       2.2533       2.3069       2.3685       2.2534     158.1341
   13993      21.7034       1.9718       0.0000       1.8299       2.2025       2.2573       2.3102       2.2077     147.9796
   13994      21.7655       1.9494       0.0000       1.7516       2.1857       2.2304       2.3166       2.1733     155.5873
   13995      21.8104       2.0105       0.0000       1.7542       2.2609       2.3135       2.3659       2.2564     156.2603
   13996      21.8500       2.0294       0.0000       1.9247       2.3498       2.3918       2.4720       2.3303     162.7266
   13997      21.8056       2.0239       0.0000       1.7858       2.2750       2.3128       2.4227       2.2396     164.3891
   13998      21.8429       2.0976       0.0000       1.7992       2.3615       2.4053       2.4738       2.3471     166.6097
   13999      21.8450       2.0545       0.0000       1.8294       2.3035       2.3529       2.4281       2.2869     151.8284
   14000      21.8548       2.0570       0.0000       1.9491       2.2855       2.3431       2.4028       2.2736     163.0420
   14001      21.7297       2.0231       0.0000       1.7621       2.1761       2.2352       2.2868       2.1716     159.8281
   14002      21.6882       2.0308       0.0000       1.7721       2.2222       2.2653       2.3543       2.1949     161.6296
   14003      21.6872       2.0124       0.0000       1.9547       2.1758       2.2296       2.2879       2.1682     154.4380
   14004      21.6236       1.9520       0.0000       1.8553       2.1095       2.1621       2.2154       2.1069     164.0526
   14005      21.6864       1.9573       0.0000       1.7405       2.1240       2.1743       2.2418       2.1200     163.7336
   14006      21.7244       1.9237       0.0000       1.7979       2.0774       2.1313       2.2126       2.0700     157.3403
   14007      21.7069       1.9518       0.0000       1.8881       2.1593       2.1998       2.2847       2.1506     148.6478
   14008      21.7015       1.9985       0.0000       1.7118       2.1719       2.2160       2.2979       2.1599     152.8799
   14009      21.6713       1.9379       0.0000       1.9888       2.1680       2.2181       2.2831       2.1654     155.6918
   14010      21.7791       2.0079       0.0000       1.9429       2.3092       2.3528       2.4260       2.3037     154.5475
   14011      21.7286       1.9131       0.0000       1.9458       2.1970       2.2550       2.3040       2.2042     174.9022
   14012      21.6704       1.9929       0.0000       1.7971       2.2299       2.2811       2.3405       2.2290     172.7786
   14013      21.7379       1.9617       0.0000       1.8471       2.2565       2.3114       2.3573       2.2693     168.7348
   14014      21.7880       2.0809       0.0000       1.7857       2.4212       2.4699       2.5280       2.4269     165.1406
   14015      21.7960       2.0808       0.0000       1.7626       2.3921       2.4395       2.4968       2.3841     156.7540
   14016      21.7916       2.0842       0.0000       2.0154       2.3346       2.3948       2.4470       2.3284     162.4671
   14017      21.8371       2.1386       0.0000       2.0140       2.4548       2.5045       2.5582       2.4490     153.9421
   14018      21.7555       2.1145       0.0000       1.9733       2.4552       2.5092       2.5516       2.4558     157.8481
   14019      21.7892       2.0366       0.0000       1.9520       2.3180       2.3701       2.4228       2.3174     148.4698
   14020      21.7462       1.8863       0.0000       2.0303       2.1121       2.1640       2.2082       2.1168     161.2015
   14021      21.7613       2.0138       0.0000       1.8266       2.1997       2.2593       2.3130       2.1981     161.9729
   14022      21.7325       1.9984       0.0000       2.2432       2.1723       2.2229       2.2768       2.1765     131.4617
   14023      21.8139       2.1360       0.0000       2.1416       2.4133       2.4615       2.5011       2.4163     150.1592
   14024      21.8253       2.0651       0.0000       2.0858       2.3730       2.4312       2.4498       2.3921     156.0136
   14025      21.7591       2.0382       0.0000       2.2372       2.2314       2.2878       2.3205       2.2392     139.5476
   14026      21.7758       2.0156       0.0000       2.3511       2.2075       2.2693       2.3015       2.2217     140.6285
   14027      21.8004       1.9941       0.0000       2.2869       2.2395       2.2934       2.3289       2.2481     152.6065
   14028      21.8141       2.0447       0.0000       2.2011       2.2310       2.2828       2.3293       2.2363     158.6365
   14029      21.8023       2.1072       0.0000       2.2308       2.3202       2.3736       2.4194       2.3252     168.3786
   14030      21.9034       2.1230       0.0000       1.8070       2.4496       2.4999       2.5359       2.4564     157.3181
   14031      21.8428       2.2048       0.0000       1.8593       2.4594       2.5252       2.5231       2.4846     168.3578
   14032      21.8566       2.0804       0.0000       1.7340       2.3328       2.3921       2.4050       2.3468     160.8488
   14033      21.7668       2.0258       0.0000       1.9179       2.2547       2.3070       2.3449       2.2661     163.2785
   14034      21.7934       1.9184       0.0000       1.9100       2.1827       2.2398       2.2778       2.1922     155.1765
   14035      21.7622       1.9667       0.0000       1.8703       2.1403       2.2035       2.2396       2.1494     151.7015
   14036      21.6743       1.9791       0.0000       1.8803       2.1311       2.1864       2.2345       2.1305     158.6166
   14037      21.7422       1.9561       0.0000       1.9269       2.1123       2.1613       2.2138       2.1068     158.1172
   14038      21.7397       1.9442       0.0000       2.0194       2.1121       2.1664       2.2048       2.1206     163.9350
   14039      21.6800       1.8478       0.0000       1.7087       1.9171       1.9676       2.0205       1.9143     157.2226
   14040      21.6504       1.9079       0.0000       1.9552       1.9936       2.0467       2.0788       2.0018     149.6098
   14041      21.6506       1.9466       0.0000       1.8649       2.1621       2.2186       2.2435       2.1738     150.9653
   14042      21.7045       1.9786       0.0000       1.6431       2.1347       2.1835       2.2490       2.1352     160.7155
   14043      21.7605       2.0408       0.0000       1.9071       2.2502       2.3129       2.3450       2.2709     171.9579
   14044      21.7141       2.0573       0.0000       2.0169       2.2697       2.3270       2.3884       2.2753     174.1382
   14045      21.8038       2.0803       0.0000       2.0776       2.3578       2.4150       2.4537       2.3726     167.6841
   14046      21.7716       2.0358       0.0000       1.8078       2.1367       2.2019       2.2339       2.1626     163.3881
   14047      21.6978       1.9871       0.0000       1.9005       2.0380       2.1009       2.1438       2.0454     151.6699
   14048      21.7406       2.0391       0.0000       1.8493       2.1273       2.1809       2.2317       2.1361     154.2681
   14049      21.7340       2.0836       0.0000       1.5798       2.1774       2.2433       2.2729       2.2008     164.9356
   14050      21.7196       2.0243       0.0000       2.0116       2.2197       2.2818       2.3290       2.2347     155.6329
   14051      21.7423       2.0021       0.0000       2.2959       2.2029       2.2484       2.3260       2.2049     131.2258
   14052      21.7178       2.0416       0.0000       1.9616       2.2727       2.3215       2.3774       2.2765     158.7943
   14053      21.6753       2.0205       0.0000       1.9801       2.2141       2.2719       2.3222       2.2209     164.3242
   14054      21.6416       1.9467       0.0000       2.0004       2.0861       2.1435       2.1951       2.0896     151.3752
   14055      21.5931       1.9075       0.0000       1.8292       2.0345       2.0917       2.1357       2.0416     158.6015
   14056      21.5625       1.9910       0.0000       1.8728       2.1086       2.1661       2.2117       2.1106     153.1853
   14057      21.5055       1.9761       0.0000       1.9110       2.1179       2.1771       2.2209       2.1194     164.5406
   14058      21.6250       1.9257       0.0000       1.9147       1.9964       2.0530       2.1125       1.9914     161.0784
   14059      21.5778       1.8868       0.0000       1.9334       1.9036       1.9597       2.0244       1.8902     155.3572
   14060      21.6940       1.8862       0.0000       2.0003       2.0745       2.1348       2.1626       2.0873     151.4034
   14061      21.6325       1.8680       0.0000       2.2126       1.9002       1.9655       2.0159       1.8999     164.1386
   14062      21.6123       1.9385       0.0000       2.0645       2.0416       2.1003       2.1458       2.0472     156.3521
   14063      21.6893       1.9462       0.0000       2.0298       2.0871       2.1424       2.1811       2.0963     156.3326
   14064      21.6243       1.9312       0.0000       2.1124       2.0514       2.1091       2.1578       2.0584     151.9905
   14065      21.6401       1.9655       0.0000       2.2128       2.0879       2.1409       2.1929       2.1020     161.7237
   14066      21.5867       1.9260       0.0000       2.2020       2.0680       2.1348       2.1760       2.0862     154.4476
   14067      21.7347       2.0144       0.0000       2.0085       2.2098       2.2639       2.3223       2.2145     166.1121
   14068      21.7396       1.9979       0.0000       1.9175       2.1239       2.1741       2.2415       2.1306     142.1340
   14069      21.8020       2.0418       0.0000       1.7605       2.1060       2.1616       2.2112       2.1186     162.5032
   14070      21.7632       2.0754       0.0000       1.7399       2.1953       2.2354       2.3107       2.2063     177.3666
   14071      21.7263       2.1315       0.0000       1.8262       2.2831       2.3293       2.3967       2.2957     164.6863
   14072      21.8063       2.1739       0.0000       1.7920       2.3183       2.3663       2.4306       2.3293     161.7632
   14073      21.8095       2.1463       0.0000       2.0003       2.3040       2.3475       2.4217       2.3130     157.0697
   14074      21.7662       2.2595       0.0000       2.1872       2.3431       2.3968       2.4423       2.3594     151.1732
   14075      21.8498       2.1872       0.0000       1.9744       2.2631       2.3187       2.3569       2.2798     169.1246
   14076      21.8459       2.1987       0.0000       2.2686       2.2871       2.3417       2.3908       2.3061     158.1068
   14077      21.8100       2.1050       0.0000       2.2146       2.1593       2.2196       2.2432       2.1861     158.7906
   14078      21.7345       2.1177       0.0000       2.0954       2.1222       2.1752       2.2279       2.1404     157.4626
   14079      21.7592       2.1179       0.0000       1.9677       2.2269       2.2797       2.3256       2.2532     140.9824
   14080      21.7496       2.0713       0.0000       1.9447       2.1661       2.2162       2.2738       2.1785     149.5365
   14081      21.7063       1.9479       0.0000       2.0694       1.9346       1.9915       2.0433       1.9561     153.2847
   14082      21.8179       2.0593       0.0000       2.2032       2.1300       2.1773       2.2381       2.1458     153.4521
   14083      21.7633       2.0695       0.0000       2.1540       2.1086       2.1591       2.2207       2.1171     147.8726
   14084      21.7323       2.0380       0.0000       2.1219       2.0541       2.1192       2.1574       2.0738     154.8011
   14085      21.7091       2.1950       0.0000       2.2784       2.2545       2.3065       2.3539       2.2647     142.5457
   14086      21.7121       2.1698       0.0000       2.0813       2.2791       2.3374       2.3789       2.2923     166.7555
   14087      21.7815       2.1392       0.0000       2.2149       2.2355       2.2860       2.3644       2.2401     165.7717
   14088      21.7921       2.1197       0.0000       2.2332       2.2609       2.3116       2.3752       2.2702     156.0444
   14089      21.6335       2.1381       0.0000       2.0659       2.0995       2.1507       2.2298       2.1017     149.6667
   14090      21.7602       2.0524       0.0000       2.2053       2.0734       2.1360       2.1749       2.0920     149.2731
   14091      21.6472       1.9770       0.0000       2.2040       1.9556       2.0028       2.0738       1.9675     142.2750
   14092      21.6732       1.9899       0.0000       2.1706       2.0310       2.0814       2.1460       2.0350     154.0956
   14093      21.6934       2.0547       0.0000       2.1374       2.0821       2.1369       2.1830       2.0967     149.1660
   14094      21.6134       1.9283       0.0000       2.1836       1.8715       1.9249       1.9895       1.8752     150.9085
   14095      21.6536       2.0304       0.0000       2.1712       2.0621       2.1200       2.1768       2.0749     148.5042
   14096      21.6191       1.9817       0.0000       1.9851       1.9359       1.9867       2.0594       1.9448     156.2117
   14097      21.6624       1.9548       0.0000       1.8544       1.9523       1.9948       2.0707       1.9469     168.1573
   14098      21.6478       1.9731       0.0000       1.7864       1.9346       1.9844       2.0558       1.9319     153.9996
   14099      21.6891       1.9845       0.0000       1.8102       1.9566       2.0097       2.0812       1.9700     153.8197
   14100      21.6474       2.0172       0.0000       1.8150       2.1133       2.1632       2.2290       2.1182     153.0279
   14101      21.6443       2.0019       0.0000       1.9630       2.0224       2.0782       2.1479       2.0307     155.7058
   14102      21.6729       1.9346       0.0000       1.8190       1.9552       2.0103       2.0663       1.9684     162.4140
   14103      21.6878       2.0363       0.0000       1.9611       2.0872       2.1426       2.1927       2.1067     163.4852
   14104      21.7081       1.9688       0.0000       2.0223       1.9778       2.0369       2.1097       1.9953     153.5215
   14105      21.6039       1.9784       0.0000       2.1172       2.0218       2.0753       2.1481       2.0271     159.6739
   14106      21.6701       1.9276       0.0000       2.2568       1.9918       2.0393       2.1362       1.9872     154.0503
   14107      21.6333       2.0321       0.0000       2.0799       2.0029       2.0620       2.1310       2.0025     155.5607
   14108      21.5917       1.9817       0.0000       2.0003       1.8276       1.8832       1.9678       1.8343     148.8610
   14109      21.6157       1.9585       0.0000       1.9843       1.6952       1.7601       1.8289       1.7015     161.9696
   14110      21.5385       2.0355       0.0000       1.8129       1.8640       1.9171       1.9867       1.8706     164.2927
   14111      21.6391       1.9964       0.0000       1.8469       1.7579       1.8157       1.9027       1.7566     155.6068
   14112      21.6958       2.0105       0.0000       1.8084       1.8584       1.9101       1.9860       1.8561     142.3580
   14113      21.6868       2.0276       0.0000       1.9551       1.9111       1.9719       2.0349       1.9184     150.1609
   14114      21.7773       2.0769       0.0000       1.8875       1.9641       2.0225       2.0746       1.9772     146.6406
   14115      21.7815       2.0415       0.0000       1.8934       1.9903       2.0590       2.1023       2.0112     153.6440
   14116      21.7597       2.0036       0.0000       1.8200       1.9990       2.0603       2.1183       2.0060     144.4114
   14117      21.7580       2.0303       0.0000       1.7240       2.0517       2.1230       2.1366       2.0809     145.7982
   14118      21.7978       2.1270       0.0000       1.9112       2.1180       2.1743       2.2217       2.1336     162.3890
   14119      21.6775       2.1359       0.0000       1.8064       2.1332       2.1985       2.2107       2.1648     148.0449
   14120      21.7782       2.0960       0.0000       1.8165       2.2036       2.2704       2.2935       2.2359     160.5093
   14121      21.6920       2.0826       0.0000       1.8672       2.1659       2.2261       2.2662       2.1885     160.8362
   14122      21.7311       1.9989       0.0000       1.7861       2.1768       2.2309       2.2885       2.1825     163.0851
   14123      21.7437       2.1062       0.0000       1.7655       2.3080       2.3604       2.4178       2.3182     153.5477
   14124      21.7163       2.0425       0.0000       1.7690       2.2355       2.3014       2.3307       2.2612     174.9257
   14125      21.7960       2.1279       0.0000       1.7871       2.3109       2.3547       2.4090       2.3217     165.4557
   14126      21.7980       2.1318       0.0000       1.8026       2.3597       2.4064       2.4546       2.3682     156.1199
   14127      21.8145       2.1684       0.0000       1.8154       2.3372       2.3968       2.4358       2.3571     158.7152
   14128      21.8526       2.1892       0.0000       1.7200       2.4087       2.4490       2.5168       2.4042     165.6765
   14129      21.8290       2.0750       0.0000       1.7597       2.3240       2.3830       2.4080       2.3401     156.1229
   14130      21.8614       2.1352       0.0000       1.8220       2.4020       2.4538       2.4864       2.4046     154.4031
   14131      21.8032       2.0056       0.0000       1.8974       2.1812       2.2318       2.2799       2.1699     153.5436
   14132      21.8082       2.0178       0.0000       1.8589       2.2799       2.3328       2.3761       2.2836     166.2177
   14133      21.9056       2.0427       0.0000       1.8797       2.2341       2.2875       2.3194       2.2399     156.5507
   14134      21.7992       2.0448       0.0000       1.8645       2.2175       2.2789       2.3055       2.2225     168.7530
   14135      21.9621       2.1634       0.0000       2.0536       2.4570       2.5058       2.5575       2.4480     166.9855
   14136      21.9269       2.1197       0.0000       1.9366       2.3219       2.3711       2.4282       2.3193     154.4634
   14137      21.8323       2.0200       0.0000       2.0858       2.2386       2.2849       2.3323       2.2415     155.4154
   14138      21.9829       2.1377       0.0000       2.0197       2.3305       2.3860       2.4076       2.3389     163.9787
   14139      21.8970       2.0711       0.0000       2.1756       2.2737       2.3252       2.3695       2.2759     168.0822
   14140      21.9132       2.1428       0.0000       1.8930       2.2839       2.3331       2.3781       2.2848     168.0466
   14141      21.9260       2.1717       0.0000       1.9740       2.2788       2.3297       2.3659       2.2894     148.9975
   14142      21.8515       2.1602       0.0000       2.0950       2.3205       2.3750       2.4092       2.3272     171.1302
   14143      21.7799       2.1450       0.0000       2.1958       2.1920       2.2480       2.2852       2.1989     161.3275
   14144      21.8888       2.0210       0.0000       2.1339       2.1582       2.2188       2.2394       2.1724     161.4664
   14145      21.7498       2.0823       0.0000       2.3577       2.2081       2.2705       2.3002       2.2145     156.8218
   14146      21.7780       1.9830       0.0000       2.1272       2.0770       2.1313       2.1661       2.0798     159.5936
   14147      21.7781       1.9756       0.0000       2.0095       2.0219       2.0739       2.1326       2.0253     163.7992
   14148      21.7918       1.9526       0.0000       2.1157       1.9761       2.0235       2.0953       1.9718     166.7837
   14149      21.7927       2.0384       0.0000       2.1581       2.0899       2.1485       2.1785       2.1012     166.0632
   14150      21.8243       1.8787       0.0000       2.1143       1.9475       2.0115       2.0281       1.9675     158.7476
   14151      21.7169       1.9104       0.0000       2.2092       1.9704       2.0280       2.0580       1.9811     160.9785
   14152      21.6910       1.8528       0.0000       1.8836       1.8926       1.9486       1.9923       1.8981     172.4572
   14153      21.6767       1.9160       0.0000       2.2115       1.8822       1.9369       1.9758       1.8856     147.7739
   14154      21.6819       1.8394       0.0000       2.1588       1.8053       1.8701       1.9058       1.8173     155.7078
   14155      21.6191       1.8529       0.0000       1.9033       1.7637       1.8252       1.8601       1.7812     149.6955
   14156      21.6819       1.9156       0.0000       1.8802       1.9097       1.9729       1.9986       1.9303     153.4401
   14157      21.7543       1.8939       0.0000       2.0265       1.9192       1.9737       2.0293       1.9191     180.4074
   14158      21.7200       1.9205       0.0000       1.9124       2.0710       2.1285       2.1682       2.0764     158.6426
   14159      21.7476       2.0512       0.0000       1.8291       2.1363       2.1843       2.2393       2.1349     159.0497
   14160      21.7261       1.9980       0.0000       1.8907       2.1549       2.2077       2.2543       2.1573     151.6135
   14161      21.7315       2.0669       0.0000       1.9977       2.2245       2.2812       2.3127       2.2373     162.9260
   14162      21.7623       2.0307       0.0000       1.9257       2.1306       2.1920       2.2318       2.1371     156.2727
   14163      21.8598       2.0455       0.0000       1.9245       2.1147       2.1695       2.2174       2.1183     169.3382
   14164      21.7791       2.1150       0.0000       1.9130       2.0994       2.1633       2.1902       2.1095     149.9927
   14165      21.7599       2.1331       0.0000       1.9225       2.0827       2.1330       2.1907       2.0835     169.1971
   14166      21.7889       2.1506       0.0000       2.0738       2.2643       2.3103       2.3581       2.2561     168.6814
   14167      21.8363       2.1407       0.0000       1.9134       2.3134       2.3606       2.4184       2.3099     177.3845
   14168      21.8691       2.1826       0.0000       1.9464       2.3309       2.3795       2.4179       2.3359     179.4203
   14169      21.8428       2.0772       0.0000       1.9069       2.1759       2.2292       2.2588       2.1983     166.7884
   14170      21.8073       2.0108       0.0000       1.8830       2.0193       2.0760       2.1024       2.0359     180.0145
   14171      21.8538       2.0792       0.0000       2.0287       2.1143       2.1691       2.2072       2.1200     165.8496
   14172      21.8690       2.0936       0.0000       1.8558       2.1595       2.2165       2.2448       2.1638     161.4144
   14173      21.7688       2.1019       0.0000       1.9753       2.1470       2.2075       2.2268       2.1626     159.2375
   14174      21.7051       2.0253       0.0000       1.8632       1.9973       2.0539       2.0857       2.0012     180.6527
   14175      21.7686       2.0523       0.0000       1.9548       2.0046       2.0578       2.1010       2.0081     172.1370
   14176      21.8143       2.0495       0.0000       1.9299       2.0056       2.0546       2.1183       2.0042     151.6313
   14177      21.7829       1.9920       0.0000       1.9430       1.9722       2.0341       2.0623       1.9870     155.1158
   14178      21.7905       2.0463       0.0000       1.9308       2.1159       2.1734       2.2100       2.1317     151.6609
   14179      21.8348       2.1662       0.0000       1.9675       2.3579       2.4181       2.4292       2.3738     161.7272
   14180      21.8557       2.1710       0.0000       2.0235       2.3337       2.3904       2.4202       2.3428     170.8922
   14181      21.8531       2.1240       0.0000       2.0258       2.3675       2.4162       2.4499       2.3782     148.7210
   14182      21.7825       2.0461       0.0000       1.9729       2.2031       2.2613       2.2931       2.2120     153.8022
   14183      21.7543       2.0359       0.0000       1.9429       2.0965       2.1550       2.1844       2.1066     159.4104
   14184      21.7969       2.0205       0.0000       1.8093       2.0767       2.1345       2.1574       2.0916     163.1283
   14185      21.8158       2.0422       0.0000       1.9757       2.0651       2.1264       2.1518       2.0760     159.6348
   14186      21.7225       2.1514       0.0000       1.9779       2.0972       2.1622       2.1875       2.1113     161.3572
   14187      21.7583       2.1680       0.0000       2.0258       2.2161       2.2777       2.3087       2.2324     167.4894
   14188      21.7441       2.0998       0.0000       2.0942       2.1446       2.1969       2.2390       2.1517     163.2129
   14189      21.7923       2.0510       0.0000       1.9808       2.0948       2.1555       2.1846       2.1188     162.5849
   14190      21.8190       1.9886       0.0000       2.1999       2.0733       2.1360       2.1611       2.1048     158.3498
   14191      21.7516       1.9244       0.0000       2.0857       2.0409       2.1008       2.1318       2.0565     166.4943
   14192      21.7239       2.0274       0.0000       2.0198       2.0381       2.1134       2.1157       2.0653     153.5745
   14193      21.7826       2.0297       0.0000       2.1655       2.0752       2.1432       2.1700       2.0918     169.3086
   14194      21.7464       2.0477       0.0000       1.9704       2.0925       2.1523       2.1871       2.1043     162.1071
   14195      21.9002       2.1254       0.0000       1.8514       2.1876       2.2413       2.2826       2.2000     164.4755
