#Frame         radius     distplot         rmsf  ligand_rmsd            C           CA            O            N         SASA
   25184      21.6173       1.9367       0.0000       1.6136       1.8313       1.8710       1.9373       1.8278     206.7734
   25185      21.6181       1.9332       0.0000       1.6892       1.8848       1.9264       1.9797       1.8835     200.7399
   25186      21.6241       1.9408       0.0000       1.6185       1.8182       1.8519       1.9291       1.8086     206.9842
   25187      21.5668       2.0180       0.0000       1.8482       1.7947       1.8342       1.8871       1.7944     219.0013
   25188      21.5541       2.0517       0.0000       1.8540       1.8993       1.9315       2.0087       1.8897     210.1102
   25189      21.5325       2.0468       0.0000       1.9061       1.9333       1.9794       2.0247       1.9374     199.4497
   25190      21.5326       2.0828       0.0000       2.0142       2.0080       2.0477       2.1075       2.0075     207.7875
   25191      21.6160       2.0390       0.0000       2.0461       1.9321       1.9772       2.0443       1.9287     208.7173
   25192      21.5782       2.0086       0.0000       1.8880       1.9305       1.9870       2.0294       1.9368     202.8868
   25193      21.6261       1.9388       0.0000       1.9670       1.9093       1.9546       2.0129       1.9096     201.5862
   25194      21.6301       1.9423       0.0000       1.8751       2.0083       2.0552       2.1061       1.9993     216.4006
   25195      21.6902       2.0102       0.0000       1.9593       2.0745       2.1129       2.1800       2.0688     208.5666
   25196      21.5458       2.0409       0.0000       1.7305       1.9671       2.0018       2.0662       1.9594     186.2581
   25197      21.5326       2.0469       0.0000       1.9024       1.9603       2.0031       2.0443       1.9569     201.6127
   25198      21.5751       2.0002       0.0000       1.9550       1.9575       1.9956       2.0521       1.9451     199.2757
   25199      21.4862       2.0826       0.0000       1.9290       2.0621       2.1109       2.1395       2.0707     192.5324
   25200      21.5355       2.1552       0.0000       1.8285       2.1420       2.1835       2.2411       2.1264     215.7495
   25201      21.5090       2.0629       0.0000       1.7520       2.0182       2.0697       2.1065       2.0201     184.1924
   25202      21.4950       2.0472       0.0000       1.7975       1.9549       2.0101       2.0251       1.9723     213.9704
   25203      21.4624       1.9798       0.0000       1.7592       1.9009       1.9453       1.9999       1.8944     228.2453
   25204      21.4686       2.0472       0.0000       1.9557       2.0326       2.0597       2.1502       2.0079     236.3078
   25205      21.4970       1.9760       0.0000       2.0528       1.9697       2.0039       2.0871       1.9502     218.4172
   25206      21.5128       1.9490       0.0000       1.9554       1.9412       1.9719       2.0569       1.9174     202.6149
   25207      21.5339       1.9228       0.0000       1.9930       1.9258       1.9732       2.0150       1.9241     228.2390
   25208      21.5522       1.9016       0.0000       1.8804       1.9453       1.9827       2.0487       1.9231     226.7796
   25209      21.5687       1.9132       0.0000       1.8503       1.9045       1.9428       2.0197       1.8801     214.4303
   25210      21.6049       1.9308       0.0000       1.8986       1.9849       2.0265       2.0951       1.9725     237.3721
   25211      21.6354       1.9273       0.0000       1.9215       1.9926       2.0357       2.0914       1.9924     222.9813
   25212      21.5934       1.9495       0.0000       1.9361       2.0243       2.0618       2.1316       2.0141     215.2390
   25213      21.6676       1.9355       0.0000       1.9663       2.0866       2.1287       2.1905       2.0768     212.3838
   25214      21.6441       1.9916       0.0000       2.1485       2.1183       2.1598       2.2225       2.1073     215.7631
   25215      21.6669       1.9496       0.0000       2.2471       2.1182       2.1509       2.2286       2.1026     226.6177
   25216      21.7365       2.0503       0.0000       2.1114       2.2168       2.2659       2.2967       2.2170     224.3574
   25217      21.7037       2.1218       0.0000       1.9958       2.2712       2.3152       2.3699       2.2591     229.9880
   25218      21.6884       1.9498       0.0000       2.0461       2.0877       2.1387       2.1822       2.0841     207.9085
   25219      21.7499       1.9916       0.0000       2.0091       2.1571       2.2033       2.2464       2.1606     232.8176
   25220      21.6923       1.9727       0.0000       2.3588       2.1420       2.1921       2.2256       2.1508     201.8011
   25221      21.7008       2.0503       0.0000       2.3309       2.2908       2.3241       2.3846       2.2787     217.7458
   25222      21.6738       1.9459       0.0000       2.0466       2.1877       2.2225       2.2831       2.1795     216.7016
   25223      21.7005       1.9725       0.0000       2.0612       2.1633       2.2087       2.2495       2.1662     209.7007
   25224      21.8339       2.0132       0.0000       2.2916       2.2984       2.3442       2.3804       2.3007     205.2367
   25225      21.7450       2.0294       0.0000       2.2696       2.1561       2.2018       2.2426       2.1563     191.9671
   25226      21.7666       2.0593       0.0000       2.1348       2.1864       2.2319       2.2728       2.1837     205.7372
   25227      21.6949       2.0501       0.0000       2.3089       2.2036       2.2466       2.2861       2.2032     207.4579
   25228      21.6853       2.0445       0.0000       1.9988       2.1575       2.1943       2.2671       2.1448     222.2634
   25229      21.7706       2.1636       0.0000       2.0454       2.3157       2.3577       2.4124       2.3118     211.3226
   25230      21.6659       2.1328       0.0000       2.0815       2.2609       2.3045       2.3451       2.2629     197.7351
   25231      21.7294       2.1640       0.0000       2.1879       2.3536       2.3865       2.4667       2.3300     220.9531
   25232      21.6771       2.1545       0.0000       1.9462       2.2907       2.3206       2.3964       2.2745     230.1065
   25233      21.5714       2.1336       0.0000       1.7762       2.2092       2.2497       2.2946       2.2090     199.6308
   25234      21.6557       2.1310       0.0000       1.8749       2.2009       2.2398       2.3055       2.1970     222.0646
   25235      21.6929       2.0683       0.0000       2.0968       2.0701       2.1054       2.1749       2.0547     236.6015
   25236      21.6332       2.0092       0.0000       1.7792       2.0331       2.0728       2.1228       2.0285     203.1560
   25237      21.6215       2.0142       0.0000       1.8874       2.1152       2.1494       2.2198       2.1075     214.8799
   25238      21.5768       2.0720       0.0000       1.8566       2.1395       2.1665       2.2469       2.1232     189.9531
   25239      21.5936       2.0703       0.0000       1.8849       2.0182       2.0561       2.1201       2.0157     224.8328
   25240      21.5897       1.9542       0.0000       1.9163       1.8513       1.8915       1.9506       1.8427     199.7280
   25241      21.5908       1.9878       0.0000       1.9106       2.0516       2.0885       2.1619       2.0404     210.2764
   25242      21.6676       1.9737       0.0000       1.9046       2.0647       2.1047       2.1656       2.0581     208.9469
   25243      21.6661       2.0917       0.0000       1.9949       2.2487       2.2838       2.3553       2.2347     205.6628
   25244      21.6407       2.0914       0.0000       1.8573       2.1744       2.2134       2.2768       2.1673     212.3897
   25245      21.6305       2.0574       0.0000       1.9234       2.0797       2.1155       2.1956       2.0687     188.5036
   25246      21.5942       1.9988       0.0000       1.7940       2.0225       2.0680       2.1207       2.0188     202.9728
   25247      21.6602       1.9927       0.0000       1.9257       2.0180       2.0600       2.1218       2.0167     218.8267
   25248      21.5484       2.0003       0.0000       1.8291       2.0156       2.0530       2.1280       2.0013     205.6331
   25249      21.7021       2.1207       0.0000       1.8546       2.1555       2.1959       2.2445       2.1488     199.3102
   25250      21.6744       2.0832       0.0000       1.8554       2.1106       2.1516       2.2154       2.1008     207.3141
   25251      21.6723       1.9607       0.0000       2.0922       2.0625       2.0901       2.1629       2.0457     206.6829
   25252      21.6505       2.0222       0.0000       1.9725       2.0864       2.1253       2.1798       2.0766     204.6935
   25253      21.6651       1.9873       0.0000       1.8828       2.0219       2.0580       2.1248       2.0110     187.1018
   25254      21.7281       1.9608       0.0000       2.0653       2.0921       2.1220       2.1914       2.0713     200.7301
   25255      21.6003       2.1324       0.0000       2.0403       2.1820       2.2141       2.2815       2.1622     215.1094
   25256      21.5685       2.0829       0.0000       1.8314       2.1765       2.2162       2.2741       2.1641     200.0408
   25257      21.6364       2.0701       0.0000       2.0481       2.2035       2.2555       2.2741       2.2107     214.1352
   25258      21.6281       2.0945       0.0000       1.9271       2.1342       2.1802       2.2094       2.1452     206.0956
   25259      21.6097       2.1209       0.0000       1.9429       2.0877       2.1307       2.1730       2.0933     215.7362
   25260      21.6019       2.0726       0.0000       1.9263       2.0454       2.0931       2.1368       2.0472     189.8903
   25261      21.6759       2.0196       0.0000       1.9897       2.0438       2.0854       2.1377       2.0475     207.5065
   25262      21.5783       2.0012       0.0000       1.9311       1.9223       1.9655       2.0126       1.9234     197.8931
   25263      21.5810       2.0149       0.0000       2.0336       1.9294       1.9677       2.0447       1.9201     214.4688
   25264      21.6264       1.9074       0.0000       2.0064       1.8977       1.9355       2.0046       1.8952     222.6078
   25265      21.6101       2.1278       0.0000       2.0046       2.1027       2.1340       2.2094       2.0855     197.2358
   25266      21.6571       2.0594       0.0000       2.0241       2.0788       2.1175       2.1691       2.0736     205.3195
   25267      21.6341       1.9713       0.0000       1.8710       1.9794       2.0140       2.0965       1.9688     192.6112
   25268      21.7594       1.9812       0.0000       1.8409       2.0733       2.1052       2.1630       2.0640     191.8040
   25269      21.6914       2.0145       0.0000       2.1473       2.0328       2.0675       2.1312       2.0190     193.6593
   25270      21.7284       2.0780       0.0000       1.9028       2.1491       2.1849       2.2437       2.1376     199.1797
   25271      21.7437       2.0747       0.0000       1.9054       2.1404       2.1862       2.2164       2.1545     203.7175
   25272      21.6805       2.0725       0.0000       2.0209       2.1251       2.1611       2.2180       2.1149     200.3544
   25273      21.6841       2.0475       0.0000       1.8721       2.1433       2.1808       2.2483       2.1250     202.8174
   25274      21.6699       1.9456       0.0000       2.1980       2.0511       2.0974       2.1324       2.0520     191.5806
   25275      21.7014       1.9943       0.0000       1.9624       2.0466       2.1016       2.1111       2.0565     204.7879
   25276      21.5976       1.9853       0.0000       1.8897       1.9164       1.9525       2.0114       1.9040     196.2632
   25277      21.5919       1.8877       0.0000       1.8948       1.9353       1.9824       2.0164       1.9332     221.6515
   25278      21.6041       2.0421       0.0000       1.7874       2.1076       2.1467       2.1985       2.1000     196.1086
   25279      21.6345       2.1051       0.0000       2.0243       2.1531       2.1840       2.2451       2.1408     195.4141
   25280      21.6378       2.0897       0.0000       1.9063       2.0379       2.0760       2.1319       2.0258     189.9490
   25281      21.7186       2.0484       0.0000       1.9695       2.1586       2.1929       2.2412       2.1511     199.7492
   25282      21.7101       2.2548       0.0000       2.0079       2.4455       2.4822       2.5269       2.4430     190.1788
   25283      21.6795       2.1939       0.0000       1.9593       2.3278       2.3668       2.4063       2.3204     210.5518
   25284      21.7170       2.2589       0.0000       1.9211       2.3757       2.4101       2.4634       2.3678     208.3472
   25285      21.6921       2.2265       0.0000       2.0706       2.3673       2.4107       2.4429       2.3692     208.1649
   25286      21.7052       2.1425       0.0000       2.0614       2.2436       2.2856       2.3345       2.2397     212.9532
   25287      21.6964       2.3016       0.0000       1.9594       2.3262       2.3670       2.4057       2.3215     209.6795
   25288      21.5764       2.2536       0.0000       1.8962       2.1532       2.1889       2.2487       2.1482     203.7257
   25289      21.6035       2.1333       0.0000       1.9329       2.0685       2.1070       2.1588       2.0598     213.2144
   25290      21.5654       2.2429       0.0000       1.7872       2.1335       2.1649       2.2182       2.1346     235.1331
   25291      21.4545       2.0886       0.0000       2.0128       1.8043       1.8447       1.8916       1.8092     204.4815
   25292      21.4857       2.2283       0.0000       1.7827       1.9970       2.0333       2.0862       1.9941     219.8488
   25293      21.5390       2.0476       0.0000       1.9515       1.9158       1.9535       2.0047       1.9102     202.9959
   25294      21.6645       2.1684       0.0000       1.8940       2.1252       2.1637       2.2093       2.1168     198.6443
   25295      21.6265       2.2420       0.0000       1.9481       2.2411       2.2788       2.3051       2.2417     205.4456
   25296      21.5154       2.2537       0.0000       1.8471       2.2255       2.2594       2.3106       2.2237     201.0505
   25297      21.5979       2.2335       0.0000       1.8980       2.2496       2.2850       2.3426       2.2408     223.9433
   25298      21.5498       2.1433       0.0000       1.9697       2.1666       2.2059       2.2632       2.1568     198.5672
   25299      21.4795       2.1738       0.0000       1.9479       2.1309       2.1747       2.2168       2.1284     199.8732
   25300      21.5021       2.2218       0.0000       1.8994       2.1623       2.2003       2.2643       2.1445     202.5509
   25301      21.4617       2.2473       0.0000       1.8892       2.1508       2.1926       2.2346       2.1544     191.2646
   25302      21.4485       2.2446       0.0000       1.8243       2.0839       2.1222       2.1743       2.0774     211.0502
   25303      21.5016       2.3066       0.0000       1.9624       2.1863       2.2263       2.2656       2.1932     182.2057
   25304      21.4912       2.2624       0.0000       1.8869       2.2005       2.2447       2.2846       2.1973     187.9228
   25305      21.5052       2.1352       0.0000       2.0600       2.0282       2.0769       2.1240       2.0261     212.7239
   25306      21.6205       2.3073       0.0000       1.9588       2.2822       2.3354       2.3461       2.2905     206.9148
   25307      21.5693       2.2763       0.0000       1.7905       2.1586       2.1960       2.2653       2.1442     208.0848
   25308      21.4791       2.2643       0.0000       1.7908       2.1584       2.1977       2.2522       2.1513     201.6677
   25309      21.4817       2.2485       0.0000       1.7468       2.0403       2.0771       2.1387       2.0331     199.0695
   25310      21.5220       2.1868       0.0000       1.8592       2.0880       2.1355       2.1725       2.0882     211.0999
   25311      21.5459       2.1357       0.0000       1.8957       1.9276       1.9756       2.0269       1.9189     188.0664
   25312      21.5812       2.1014       0.0000       1.8209       2.0292       2.0798       2.1248       2.0263     219.4567
   25313      21.6444       2.0541       0.0000       1.9077       2.0478       2.0920       2.1430       2.0388     185.8789
   25314      21.5993       2.0565       0.0000       1.8869       2.0366       2.0779       2.1262       2.0264     186.4941
   25315      21.5488       2.0055       0.0000       1.9284       1.9584       2.0057       2.0478       1.9585     177.8859
   25316      21.5706       2.0318       0.0000       1.7864       1.9673       2.0210       2.0364       1.9761     182.7009
   25317      21.6462       2.0652       0.0000       1.8014       2.0492       2.0978       2.1206       2.0561     173.9147
   25318      21.6331       2.0142       0.0000       1.7348       2.0718       2.1163       2.1604       2.0688     189.2358
   25319      21.6281       1.9825       0.0000       1.7520       2.1345       2.1760       2.2100       2.1331     160.8431
   25320      21.5909       1.9163       0.0000       1.6823       2.0216       2.0751       2.0845       2.0342     166.3509
   25321      21.6815       2.0239       0.0000       1.7918       2.1310       2.1846       2.1988       2.1414     184.5236
   25322      21.7643       2.1453       0.0000       1.9374       2.2750       2.3328       2.3345       2.2900     173.7624
   25323      21.7264       1.9983       0.0000       1.9792       2.0228       2.0838       2.0706       2.0492     186.2209
   25324      21.7445       2.0390       0.0000       1.9106       2.1682       2.2123       2.2491       2.1644     181.0987
   25325      21.7030       1.9416       0.0000       1.9640       1.9517       2.0013       2.0383       1.9560     183.5769
   25326      21.6636       1.9062       0.0000       2.0537       1.8283       1.8790       1.9011       1.8454     192.6311
   25327      21.5863       1.8904       0.0000       2.0643       1.8360       1.8921       1.8987       1.8539     154.1304
   25328      21.5850       1.9433       0.0000       2.0557       1.9655       2.0169       2.0304       1.9744     171.3932
   25329      21.6376       2.0548       0.0000       1.9993       2.1325       2.1819       2.2026       2.1298     179.8892
   25330      21.6617       1.9568       0.0000       1.9492       2.0010       2.0557       2.0740       2.0114     186.3571
   25331      21.7052       1.9341       0.0000       2.0534       1.9728       2.0096       2.0570       1.9677     188.4528
   25332      21.6495       1.9475       0.0000       2.0419       1.9010       1.9395       1.9848       1.8956     180.6955
   25333      21.6274       1.9513       0.0000       2.0653       1.9260       1.9696       2.0096       1.9195     191.4460
   25334      21.6454       1.9257       0.0000       2.0649       1.8385       1.8839       1.9234       1.8393     182.1665
   25335      21.6506       1.9270       0.0000       2.0633       1.7853       1.8322       1.8599       1.7899     178.2384
   25336      21.5781       1.8245       0.0000       1.9460       1.7437       1.7923       1.8209       1.7491     173.2868
   25337      21.6245       1.9808       0.0000       1.9971       1.8691       1.9081       1.9654       1.8631     175.2889
   25338      21.5510       1.9870       0.0000       1.9571       1.8278       1.8749       1.9311       1.8255     168.0001
   25339      21.6517       1.9964       0.0000       1.9103       1.8773       1.9119       1.9910       1.8574     186.3700
   25340      21.5950       1.9884       0.0000       2.0681       1.8756       1.9232       1.9725       1.8680     181.1900
   25341      21.6102       2.0107       0.0000       1.8824       1.8814       1.9413       1.9605       1.8874     191.2605
   25342      21.6780       1.9772       0.0000       2.0524       1.9191       1.9651       2.0197       1.9127     191.5642
   25343      21.6488       2.0317       0.0000       2.0722       1.9302       1.9737       2.0269       1.9191     197.4965
   25344      21.6685       2.0656       0.0000       1.9245       2.0238       2.0717       2.1059       2.0218     189.4151
   25345      21.5973       2.0689       0.0000       1.8483       2.0878       2.1414       2.1516       2.0967     178.9090
   25346      21.6371       2.0112       0.0000       1.9700       2.0776       2.1274       2.1686       2.0746     178.1720
   25347      21.6351       2.0312       0.0000       1.9858       2.1122       2.1531       2.2096       2.1023     174.9022
   25348      21.5762       1.9499       0.0000       1.9054       2.0562       2.0959       2.1541       2.0471     189.3522
   25349      21.6708       1.9773       0.0000       1.9553       2.1480       2.1926       2.2439       2.1344     183.3916
   25350      21.6177       1.9968       0.0000       1.8972       2.0402       2.0894       2.1256       2.0425     177.9681
   25351      21.5852       1.8975       0.0000       1.9920       1.8423       1.8835       1.9408       1.8272     172.9943
   25352      21.6139       1.9147       0.0000       1.9233       1.9287       1.9733       2.0077       1.9283     178.9166
   25353      21.7089       1.9305       0.0000       1.9248       1.9898       2.0375       2.0724       1.9958     190.1601
   25354      21.6148       1.8787       0.0000       2.0243       1.9143       1.9540       2.0055       1.9064     173.2887
   25355      21.5911       1.9235       0.0000       2.0556       1.9586       2.0018       2.0518       1.9496     183.6197
   25356      21.6421       1.9960       0.0000       2.0294       2.0404       2.0740       2.1448       2.0251     186.5907
   25357      21.6743       1.9576       0.0000       1.9013       1.9449       1.9850       2.0467       1.9344     191.1626
   25358      21.6361       1.9056       0.0000       1.7592       1.9145       1.9550       2.0015       1.9101     191.1864
   25359      21.6442       1.8285       0.0000       1.7203       1.7732       1.8119       1.8641       1.7727     167.5177
   25360      21.5842       1.8655       0.0000       1.8732       1.7365       1.7783       1.8281       1.7362     161.6028
   25361      21.5557       1.9010       0.0000       1.7628       1.7551       1.7948       1.8613       1.7501     171.0616
   25362      21.5783       1.9263       0.0000       1.7386       1.8516       1.8985       1.9397       1.8530     175.1634
   25363      21.5856       1.9658       0.0000       1.7698       1.8388       1.8875       1.9218       1.8335     171.9849
   25364      21.5859       1.9416       0.0000       1.8525       1.9037       1.9352       2.0072       1.8960     166.6601
   25365      21.5580       1.8469       0.0000       1.9105       1.7199       1.7602       1.8138       1.7142     154.8032
   25366      21.5936       1.8675       0.0000       1.8185       1.6797       1.7278       1.7687       1.6827     167.5884
   25367      21.6219       1.7730       0.0000       1.8363       1.7062       1.7400       1.7983       1.6954     171.3919
   25368      21.6187       1.7419       0.0000       1.8520       1.6830       1.7159       1.7772       1.6786     179.4409
   25369      21.7210       1.7443       0.0000       1.6742       1.7665       1.8141       1.8466       1.7772     149.7749
   25370      21.5795       1.7705       0.0000       1.7576       1.6023       1.6422       1.6919       1.6042     158.0698
   25371      21.6305       1.7489       0.0000       1.6417       1.6953       1.7348       1.7898       1.6983     142.4472
   25372      21.6361       1.7712       0.0000       1.8603       1.7327       1.7740       1.8072       1.7400     155.6908
   25373      21.6006       1.7481       0.0000       1.8999       1.6754       1.7127       1.7739       1.6752     161.6915
   25374      21.6266       1.8244       0.0000       1.8452       1.6409       1.6779       1.7615       1.6285     167.3169
   25375      21.6260       1.8039       0.0000       1.9303       1.7296       1.7705       1.8321       1.7292     158.9056
   25376      21.5227       1.7321       0.0000       1.8318       1.6010       1.6369       1.6958       1.5919     156.5863
   25377      21.5253       1.7347       0.0000       1.8007       1.5126       1.5534       1.6212       1.5115     163.9525
   25378      21.6355       1.7234       0.0000       1.7424       1.7002       1.7388       1.8084       1.6892     150.1082
   25379      21.6265       1.7588       0.0000       1.8432       1.6916       1.7232       1.8124       1.6797     167.6812
   25380      21.6799       1.8241       0.0000       1.8567       1.7778       1.8031       1.8852       1.7597     165.2825
   25381      21.6413       1.7293       0.0000       1.7313       1.7238       1.7440       1.8440       1.7011     150.3580
   25382      21.6288       1.7148       0.0000       1.7871       1.6226       1.6652       1.7306       1.6193     165.8192
   25383      21.6641       1.7396       0.0000       1.7467       1.7726       1.8084       1.8822       1.7575     169.5468
   25384      21.6350       1.6775       0.0000       1.9165       1.6963       1.7296       1.7964       1.6904     179.9082
   25385      21.6222       1.6842       0.0000       1.8791       1.6717       1.7142       1.7587       1.6704     181.9184
   25386      21.6580       1.7195       0.0000       2.0501       1.6678       1.6995       1.7755       1.6613     174.9423
   25387      21.6194       1.7032       0.0000       1.8988       1.5955       1.6351       1.7049       1.5887     166.8451
   25388      21.5933       1.8073       0.0000       1.7958       1.7576       1.7869       1.8685       1.7490     161.4149
   25389      21.6340       1.7468       0.0000       1.8592       1.6581       1.6937       1.7557       1.6549     171.7444
   25390      21.6345       1.7412       0.0000       1.7932       1.7116       1.7566       1.8105       1.7082     177.6350
   25391      21.5575       1.7678       0.0000       1.8795       1.6883       1.7247       1.7929       1.6826     156.9572
   25392      21.6103       1.6905       0.0000       1.9734       1.6166       1.6438       1.7328       1.6063     170.5631
   25393      21.5976       1.6603       0.0000       1.9981       1.6090       1.6546       1.7128       1.6082     163.7649
   25394      21.6309       1.7102       0.0000       2.0042       1.7287       1.7722       1.8229       1.7305     182.8548
   25395      21.6942       1.7861       0.0000       2.0882       1.7804       1.8195       1.8719       1.7764     192.0771
   25396      21.6970       1.8084       0.0000       2.0469       1.9072       1.9458       2.0024       1.8991     192.8451
   25397      21.7792       1.8585       0.0000       2.1917       2.0686       2.1094       2.1569       2.0695     198.5098
   25398      21.7375       1.8154       0.0000       2.0993       1.9904       2.0216       2.1051       1.9721     196.4668
   25399      21.7879       1.8991       0.0000       2.0263       2.1119       2.1512       2.1952       2.1089     194.2250
   25400      21.8342       1.9135       0.0000       2.1299       2.1805       2.2123       2.2738       2.1726     206.8488
   25401      21.7933       1.9035       0.0000       2.1590       2.2003       2.2370       2.2734       2.1959     193.0238
   25402      21.8161       1.9417       0.0000       1.8735       2.1964       2.2304       2.2876       2.1893     192.8169
   25403      21.8922       2.0022       0.0000       1.7594       2.2696       2.3043       2.3621       2.2629     211.0230
   25404      21.9506       2.0641       0.0000       1.9072       2.3979       2.4310       2.5012       2.3878     208.2581
   25405      21.8505       1.9976       0.0000       1.8375       2.2810       2.3111       2.3816       2.2664     210.1746
   25406      21.7930       2.0148       0.0000       1.8393       2.3029       2.3249       2.4085       2.2782     217.7267
   25407      21.7784       2.0848       0.0000       1.9008       2.3437       2.3752       2.4161       2.3354     215.6441
   25408      21.8868       2.1321       0.0000       2.0314       2.4789       2.5095       2.5654       2.4687     189.7647
   25409      21.8311       2.1337       0.0000       1.7338       2.4067       2.4497       2.4867       2.4005     216.4727
   25410      21.8624       2.1034       0.0000       2.0186       2.3626       2.3962       2.4667       2.3483     216.3211
   25411      21.8628       2.1661       0.0000       2.0591       2.4605       2.4937       2.5546       2.4457     222.3850
   25412      21.9156       2.2197       0.0000       2.0842       2.4671       2.5013       2.5601       2.4556     221.8357
   25413      21.7955       2.1341       0.0000       1.8247       2.3440       2.3928       2.4131       2.3489     207.0224
   25414      21.8981       2.1937       0.0000       1.7625       2.4653       2.5110       2.5464       2.4541     219.6798
   25415      21.8476       2.1177       0.0000       2.0605       2.2479       2.2909       2.3309       2.2460     224.4584
   25416      21.7660       2.0701       0.0000       2.1814       2.1975       2.2414       2.2927       2.1831     204.4979
   25417      21.8232       2.0172       0.0000       1.9094       2.1530       2.1946       2.2356       2.1463     221.5587
   25418      21.8302       2.0392       0.0000       1.8845       2.1153       2.1588       2.2182       2.1018     202.7181
   25419      21.7400       2.0504       0.0000       1.9052       2.1049       2.1451       2.2098       2.0870     190.4290
   25420      21.8656       2.0663       0.0000       1.8791       2.1160       2.1637       2.2087       2.1118     202.1053
   25421      21.8350       2.0549       0.0000       1.9851       2.1333       2.1672       2.2343       2.1081     187.1271
   25422      21.8351       2.0408       0.0000       1.9466       2.0835       2.1256       2.1748       2.0791     208.7801
   25423      21.7608       2.0538       0.0000       1.9475       2.0766       2.1203       2.1752       2.0696     227.8180
   25424      21.8843       2.1214       0.0000       1.8552       2.2915       2.3251       2.4012       2.2717     208.3396
   25425      21.7727       2.0741       0.0000       1.9740       2.2256       2.2637       2.3209       2.2111     222.1618
   25426      21.7606       1.9839       0.0000       1.9302       2.0913       2.1349       2.1973       2.0804     236.4429
   25427      21.7796       1.9320       0.0000       2.0301       2.1347       2.1690       2.2404       2.1147     213.1492
   25428      21.8375       1.9563       0.0000       2.1070       2.1280       2.1693       2.2197       2.1209     225.1089
   25429      21.8308       2.0485       0.0000       2.1195       2.2101       2.2389       2.3128       2.1883     225.3705
   25430      21.8347       2.0839       0.0000       1.9006       2.2118       2.2517       2.2999       2.2033     209.7790
   25431      21.7964       2.0381       0.0000       1.9558       2.3080       2.3454       2.4096       2.2990     223.5898
   25432      21.8508       2.0399       0.0000       2.2636       2.2851       2.3186       2.3783       2.2713     221.9716
   25433      21.8446       2.0857       0.0000       2.1405       2.3159       2.3533       2.4141       2.3046     216.8989
   25434      21.7975       2.0366       0.0000       2.1037       2.2329       2.2673       2.3270       2.2208     213.0792
   25435      21.8108       2.0509       0.0000       2.0861       2.1680       2.2134       2.2434       2.1670     217.4068
   25436      21.7857       2.0832       0.0000       2.0735       2.1974       2.2374       2.2782       2.1869     206.9856
   25437      21.8579       2.1112       0.0000       1.9599       2.1515       2.1806       2.2396       2.1379     202.9045
   25438      21.8691       2.0826       0.0000       2.1249       2.1963       2.2333       2.2897       2.1839     212.0226
   25439      21.8404       2.0915       0.0000       2.1220       2.1349       2.1815       2.2075       2.1404     196.3939
   25440      21.9378       2.2014       0.0000       2.0582       2.2745       2.3125       2.3505       2.2742     222.4551
   25441      21.8975       2.2466       0.0000       2.1743       2.3070       2.3504       2.3858       2.3090     203.0473
   25442      21.9415       2.2368       0.0000       2.0748       2.2529       2.2976       2.3253       2.2579     209.7283
   25443      21.9147       2.2624       0.0000       2.0900       2.2400       2.2871       2.3143       2.2434     220.3039
   25444      21.8070       2.3263       0.0000       2.0384       2.2271       2.2802       2.3022       2.2273     195.3204
   25445      21.8709       2.2922       0.0000       1.8267       2.2198       2.2600       2.3017       2.2168     217.8282
   25446      21.9166       2.3066       0.0000       1.9275       2.2622       2.3030       2.3476       2.2633     211.9440
   25447      21.8650       2.2510       0.0000       2.0512       2.3551       2.4008       2.4187       2.3692     211.6971
   25448      21.8437       2.1954       0.0000       2.1426       2.2500       2.2877       2.3400       2.2383     220.1600
   25449      21.8346       2.0507       0.0000       2.0399       2.1536       2.1945       2.2433       2.1463     214.5192
   25450      21.8732       2.1284       0.0000       2.0646       2.2751       2.3228       2.3491       2.2739     220.9167
   25451      21.9429       2.0769       0.0000       1.9863       2.1609       2.2070       2.2421       2.1658     212.1283
   25452      22.0025       2.1203       0.0000       2.3397       2.2362       2.2656       2.3316       2.2238     224.1142
   25453      21.8601       2.1062       0.0000       1.8829       2.2494       2.2903       2.3482       2.2390     239.2762
   25454      21.8779       2.0098       0.0000       2.0094       2.1827       2.2232       2.2661       2.1741     226.3674
   25455      21.8823       2.0960       0.0000       2.1197       2.2979       2.3405       2.3710       2.2975     217.8761
   25456      21.8721       2.0317       0.0000       2.1707       2.2090       2.2463       2.3004       2.1968     222.2719
   25457      21.8551       1.9567       0.0000       2.2563       2.0586       2.1047       2.1411       2.0632     196.3349
   25458      21.8041       2.0116       0.0000       2.0996       2.0862       2.1293       2.1715       2.0825     210.5366
   25459      21.8377       2.0683       0.0000       1.8785       2.0801       2.1281       2.1577       2.0891     230.9587
   25460      21.8030       2.0558       0.0000       1.9640       2.0489       2.0792       2.1473       2.0398     221.4869
   25461      21.8243       1.9335       0.0000       1.8000       2.0816       2.1160       2.1649       2.0713     217.7416
   25462      21.7826       2.0652       0.0000       1.9706       2.2748       2.3053       2.3684       2.2507     215.0653
   25463      21.8405       1.9575       0.0000       2.0292       2.2062       2.2452       2.2869       2.2023     225.9515
   25464      21.8913       2.0040       0.0000       2.0394       2.2309       2.2670       2.3191       2.2164     221.1526
   25465      21.7440       1.9668       0.0000       2.0281       2.1232       2.1603       2.2139       2.1114     214.0781
   25466      21.8845       2.0094       0.0000       1.9170       2.2220       2.2558       2.3028       2.2149     220.4804
   25467      21.8563       2.0104       0.0000       2.0346       2.1758       2.2144       2.2538       2.1699     218.8161
